hostname,n_planets,avg_pl_rade,first_disc_year,last_disc_year
WASP-187,1,18.383,2020,2020
WASP-188,1,14.818,2025,2025
WASP-189,1,18.147,2020,2020
WASP-19,1,15.861,2009,2009
WASP-190,1,12.89,2019,2019
WASP-192,1,13.787,2019,2019
WASP-193,1,14.785,2023,2023
WASP-194,1,15.48,2025,2025
WASP-195,1,10.312,2025,2025
WASP-197,1,14.448,2025,2025
WASP-2,1,12.117,2007,2007
WASP-20,1,15.468,2015,2015
WASP-21,1,11.99,2010,2010
WASP-22,1,13.787,2010,2010
WASP-23,1,10.783,2010,2010
WASP-24,1,15.468,2010,2010
WASP-25,1,13.809,2010,2010
WASP-26,1,13.563,2010,2010
WASP-28,1,13.664,2014,2014
WASP-29,1,8.631,2010,2010
WASP-3,1,15.917,2007,2007
WASP-31,1,17.363,2010,2010
WASP-32,1,10.761,2010,2010
WASP-33,1,17.856,2010,2010
WASP-34,1,11.209,2010,2010
WASP-35,1,14.572,2011,2011
WASP-36,1,14.874,2011,2011
WASP-37,1,13.002,2010,2010
WASP-38,1,13.787,2010,2010
WASP-39,1,14.336,2011,2011
WASP-4,1,15.121,2007,2007
WASP-42,1,12.576,2012,2012
WASP-43,1,10.424,2011,2011
WASP-44,1,12.33,2011,2011
WASP-45,1,10.604,2011,2011
WASP-46,1,13.159,2011,2011
WASP-48,1,16.814,2011,2011
WASP-49,1,12.442,2012,2012
WASP-5,1,12.184,2008,2008
WASP-50,1,13.07,2011,2011
WASP-52,1,14.24,2012,2012
WASP-54,1,17.71,2012,2012
WASP-55,1,14.729,2012,2012
WASP-56,1,10.536,2012,2012
WASP-57,1,11.769,2012,2012
WASP-58,1,16.029,2012,2012
WASP-59,1,8.687,2012,2012
WASP-6,1,12.543,2009,2009
WASP-60,1,9.864,2012,2012
WASP-61,1,15.805,2012,2012
WASP-62,1,14.796,2012,2012
WASP-63,1,15.805,2012,2012
WASP-64,1,14.247,2012,2012
WASP-65,1,12.464,2013,2013
WASP-66,1,15.693,2012,2012
WASP-67,1,12.89,2012,2012
WASP-68,1,14.796,2014,2014
WASP-69,1,11.21,2014,2014
WASP-7,1,14.908,2008,2008
WASP-70 A,1,13.047,2014,2014
WASP-71,1,13.227,2012,2012
WASP-72,1,14.46,2012,2012
WASP-73,1,15.917,2014,2014
WASP-74,1,15.244,2015,2015
WASP-75,1,14.235,2013,2013
WASP-76,1,20.781,2016,2016
WASP-77 A,1,13.56,2012,2012
WASP-78,1,21.633,2012,2012
WASP-79,1,17.15,2012,2012
WASP-80,1,11.198,2012,2012
WASP-81,1,16.018,2017,2017
WASP-82,1,18.159,2015,2015
WASP-83,1,11.657,2015,2015
WASP-85 A,1,13.899,2016,2016
WASP-87,1,15.524,2016,2016
WASP-88,1,16.365,2014,2014
WASP-89,1,11.657,2015,2015
WASP-90,1,18.271,2016,2016
WASP-91,1,11.545,2017,2017
WASP-92,1,16.376,2016,2016
WASP-93,1,17.901,2016,2016
WASP-94 A,1,17.71,2014,2014
WASP-94 B,1,14.1,2014,2014
WASP-95,1,13.787,2014,2014
WASP-96,1,13.45,2014,2014
WASP-97,1,12.778,2014,2014
WASP-98,1,12.823,2014,2014
WASP-99,1,11.433,2014,2014
WD 0806-661,1,12.6,2011,2011
WD 1856+534,1,10.4,2020,2020
WISE J033605.05-014350.4,1,12.6,2023,2023
WISEP J121756.91+162640.2 A,1,10.468,2012,2012
WISPIT 2,1,17.934,2025,2025
WTS-1,1,16.7,2012,2012
WTS-2,1,15.278,2014,2014
Wendelstein-1,1,11.561,2020,2020
Wendelstein-2,1,12.993,2020,2020
Wolf 1069,1,1.08,2023,2023
Wolf 327,1,1.24,2024,2024
Wolf 503,1,2.043,2018,2018
XO-1,1,12.778,2006,2006
XO-2 N,1,11.131,2007,2007
XO-3,1,15.805,2007,2007
XO-4,1,14.011,2010,2010
XO-5,1,12.78,2008,2008
XO-6,1,23.203,2016,2016
XO-7,1,15.39,2019,2019
ZTF J1230-2655,1,13.787,2025,2025
ZTF J1828+2308,1,11.131,2025,2025
alf Ari,1,13.4,2010,2010
alf Tau,1,12.7,2015,2015
b Cen A,1,12.4,2021,2021
bet Cnc,1,12.6,2014,2014
bet UMi,1,12.7,2014,2014
eps CrB,1,12.7,2012,2012
eps Eri,1,14.1,2000,2000
eps Ind A,1,12.7,2019,2019
eps Tau,1,12.7,2006,2006
gam Cep,1,12.7,2003,2003
gam Psc,1,13.6,2021,2021
gam1 Leo,1,12.5,2009,2009
kap And,1,12.3,2012,2012
kap CrB,1,13.4,2007,2007
mu Leo,1,13.3,2014,2014
mu2 Sco,1,12.3,2022,2022
nu Oct A,1,13.3,2016,2016
ome Ser,1,14.0,2013,2013
omi CrB,1,13.7,2012,2012
omi UMa,1,13.0,2012,2012
psi1 Dra B,1,13.5,2015,2015
tau Boo,1,12.8,1996,1996
tau Gem,1,12.1,2013,2013
ups Leo,1,14.2,2021,2021
xi Aql,1,13.4,2007,2007
