disc_era,hostname_canon,n_planets,avg_pl_rade,avg_pl_bmasse
2020s,hd 108236,5,2.265,5.918
2020s,hd 134606,5,3.5,14.634
2020s,hd 158259,5,2.076,5.09
2020s,k2-384,5,1.445,2.708
2020s,au mic,4,3.092,12.968
2020s,barnard's star,4,0.699,0.273
2020s,kepler-1987,4,1.785,4.07
2020s,toi-1203,4,3.487,14.615
2020s,toi-1246,4,3.102,9.275
2020s,toi-2076,4,2.718,25.625
2020s,toi-4010,4,7.108,190.365
2020s,toi-500,4,3.399,13.655
2020s,toi-561,4,2.349,8.42
2020s,toi-700,4,1.385,2.511
2020s,epic 249893012,3,3.187,11.2
2020s,gj 1061,3,1.147,1.583
2020s,gj 367,3,1.63,3.598
2020s,hd 153557,3,7.01,2921.161
2020s,hd 184010,3,12.733,112.299
2020s,hd 224018,3,1.91,6.233
2020s,hd 22946,3,2.099,16.667
2020s,hd 23472,3,0.902,0.68
2020s,hd 28109,3,3.31,7.067
2020s,hd 28471,3,2.023,4.783
2020s,hd 39194,3,2.017,4.767
2020s,hd 42813,3,2.166,6.247
2020s,hd 48948,3,2.633,7.58
2020s,hd 63433,3,1.968,12.848
2020s,hd 73344,3,9.861,313.164
2020s,hd 93385,3,2.443,6.667
2020s,hd 96700,3,2.743,8.367
2020s,k2-268,3,1.683,3.587
2020s,k2-352,3,1.84,4.133
2020s,k2-368,3,1.547,3.07
2020s,k2-381,3,1.588,3.14
2020s,kepler-139,3,7.355,138.667
2020s,kepler-1669,3,1.967,4.8
2020s,lhs 1678,3,0.869,0.886
2020s,toi-1117,3,2.88,9.463
2020s,toi-1260,3,2.763,11.2
2020s,toi-1266,3,2.08,3.77
2020s,toi-1749,3,2.01,28.667
2020s,toi-2141,3,3.156,13.713
2020s,toi-431,3,2.02,5.267
2020s,toi-4504,3,9.129,551.756
2020s,toi-451,3,3.027,9.903
2020s,toi-5789,3,2.2,6.007
2020s,toi-663,3,2.15,4.433
2020s,toi-712,3,2.408,6.43
2020s,toi-7510,3,9.547,113.033
2020s,2mass j19383260+4603591,2,13.5,535.541
2020s,55 cnc b,2,1.925,4.4
2020s,bd-210397,2,13.45,869.788
2020s,epic 201595106,2,2.792,11.45
2020s,epic 206024342,2,2.0,4.905
2020s,epic 212624936,2,1.75,3.885
2020s,g 192-15,2,2.445,7.665
2020s,g 264-012,2,1.575,3.125
2020s,gj 1002,2,1.065,1.22
2020s,gj 2030,2,7.165,2036.962
2020s,gj 251,2,1.795,3.865
2020s,gj 3473,2,1.947,4.635
2020s,gj 3929,2,1.675,3.73
2020s,gj 414 a,2,5.515,30.715
2020s,gj 806,2,1.805,3.85
2020s,gj 887,2,2.275,5.9
2020s,hd 105618,2,8.67,4222.509
2020s,hd 109833,2,2.739,7.955
2020s,hd 110113,2,2.082,7.525
2020s,hd 115404 a,2,9.295,1655.25
2020s,hd 12235,2,7.865,1573.092
2020s,hd 137496,2,6.955,1219.303
2020s,hd 13808,2,3.24,10.58
2020s,hd 140901,2,8.735,293.832
2020s,hd 151450,2,9.87,837.319
2020s,hd 152843,2,4.495,9.745
2020s,hd 155918,2,7.735,942.838
2020s,hd 156098,2,8.46,838.749
2020s,hd 15906,2,2.585,7.28
2020s,hd 164922,2,2.53,7.26
2020s,hd 18143,2,7.89,1594.227
2020s,hd 189567,2,2.695,7.75
2020s,hd 203387,2,12.85,1742.494
2020s,hd 206893,2,15.188,6467.808
2020s,hd 216520,2,3.105,9.85
2020s,hd 25463,2,1.954,6.5
2020s,hd 25912,2,9.55,2645.445
2020s,hd 260655,2,1.386,2.615
2020s,hd 35843,2,2.415,8.58
2020s,hd 5278,2,3.47,13.1
2020s,hd 62364,2,12.05,6944.551
2020s,hd 63935,2,2.99,10.8
2020s,hd 73583,2,2.59,9.95
2020s,hd 74698,2,9.56,74.5
2020s,hd 80653,2,7.207,862.586
2020s,hd 81817,2,12.0,7427.173
2020s,hd 87816,2,12.55,3009.835
2020s,hd 93351,2,6.995,2078.757
2020s,hd 93963 a,2,2.295,10.6
2020s,hd 94890,2,12.9,1754.413
2020s,hip 111909,2,13.8,321.007
2020s,hip 113103,2,2.115,5.175
2020s,hip 38594,2,5.355,28.25
2020s,hip 56998,2,0.973,0.882
2020s,hip 67522,2,8.962,59.85
2020s,hip 8152,2,2.53,9.8
2020s,hip 9618,2,3.628,7.65
2020s,hip 97166,2,2.615,13.55
2020s,k2-157,2,5.62,27.05
2020s,k2-316,2,1.58,3.17
2020s,k2-331,2,2.255,5.855
2020s,k2-343,2,1.835,4.05
2020s,k2-348,2,2.965,9.155
2020s,k2-374,2,1.903,4.345
2020s,k2-389,2,2.185,5.43
2020s,k2-395,2,2.996,9.33
2020s,k2-396,2,2.352,6.525
2020s,k2-398,2,3.686,14.295
2020s,k2-407,2,1.322,2.305
2020s,k2-413,2,0.996,1.207
2020s,k2-414,2,1.574,3.18
2020s,kepler-1130,2,0.719,0.312
2020s,kepler-1666,2,3.059,9.58
2020s,kepler-1693,2,1.133,1.552
2020s,kepler-1705,2,2.04,4.945
2020s,kepler-1801,2,2.81,8.3
2020s,kepler-1802,2,1.997,4.715
2020s,kepler-1814,2,2.065,4.98
2020s,kepler-1834,2,1.34,2.355
2020s,kepler-1859,2,1.622,3.26
2020s,kepler-1869,2,0.93,0.895
2020s,kepler-1894,2,1.206,1.895
2020s,kepler-1907,2,1.013,1.11
2020s,kepler-1921,2,2.152,5.645
2020s,kepler-1972,2,0.835,2.065
2020s,kepler-1990,2,2.125,5.802
2020s,kepler-1991,2,2.02,4.945
2020s,kepler-1996,2,2.535,7.015
2020s,kepler-2000,2,2.15,5.495
2020s,kepler-2001,2,1.43,2.545
2020s,kepler-324,2,1.584,118.622
2020s,kepler-763,2,1.545,3.015
2020s,kmt-2020-blg-0414l,2,6.55,4291.618
2020s,kmt-2021-blg-1077l,2,10.23,74.69
2020s,kmt-2022-blg-1818l,2,13.1,692.866
2020s,kmt-2024-blg-0404l,2,8.115,4337.473
2020s,kobe-1,2,3.235,10.6
2020s,koi-134,2,10.949,208.178
2020s,koi-1783,2,7.15,43.0
2020s,koi-3503,2,1.2,9.78
2020s,koi-984,2,9.2,113.45
2020s,l 98-59,2,1.485,2.81
2020s,lp 890-9,2,1.344,19.25
2020s,ltt 3780,2,1.858,5.25
2020s,ogle-2019-blg-0468l,2,12.8,2169.179
2020s,rho crb,2,3.355,12.695
2020s,tic 139270665,2,10.065,850.668
2020s,tic 279401253,2,11.904,2250.225
2020s,tic 434398831,2,4.57,19.55
2020s,toi-1052,2,4.675,25.6
2020s,toi-1062,2,2.683,9.965
2020s,toi-1064,2,2.619,8.0
2020s,toi-1130,2,8.33,177.9
2020s,toi-1224,2,2.494,6.875
2020s,toi-1238,2,1.66,6.04
2020s,toi-1272,2,4.541,24.35
2020s,toi-1288,2,8.034,64.9
2020s,toi-1294,2,12.212,105.45
2020s,toi-1338 a,2,8.981,43.35
2020s,toi-1346,2,2.31,5.95
2020s,toi-1347,2,1.7,8.75
2020s,toi-1386,2,8.258,60.5
2020s,toi-1408,2,13.61,300.3
2020s,toi-1410,2,4.365,19.75
2020s,toi-1422,2,3.22,11.75
2020s,toi-1438,2,2.895,10.0
2020s,toi-1450 a,2,1.13,1.393
2020s,toi-1453,2,1.699,2.635
2020s,toi-1468,2,1.764,3.57
2020s,toi-1470,2,2.325,7.28
2020s,toi-1472,2,3.696,19.59
2020s,toi-1634,2,1.773,7.57
2020s,toi-1669,2,8.198,102.0
2020s,toi-1670,2,6.562,120.775
2020s,toi-1694,2,9.571,164.15
2020s,toi-1736,2,7.841,1406.15
2020s,toi-1782,2,2.104,5.12
2020s,toi-1798,2,1.956,6.05
2020s,toi-1803,2,3.64,9.16
2020s,toi-1836,2,5.302,23.229
2020s,toi-199,2,10.24,71.511
2020s,toi-2000,2,5.42,46.35
2020s,toi-201,2,11.478,2348.752
2020s,toi-2015,2,3.12,9.055
2020s,toi-2093,2,2.775,13.2
2020s,toi-2095,2,1.29,5.75
2020s,toi-2096,2,1.579,3.2
2020s,toi-2134,2,4.98,25.51
2020s,toi-2202,2,12.176,202.298
2020s,toi-2295,2,14.639,1030.559
2020s,toi-2322,2,1.434,10.205
2020s,toi-2345,2,1.978,5.38
2020s,toi-238,2,1.87,5.035
2020s,toi-2458,2,3.005,11.765
2020s,toi-2525,2,9.404,117.755
2020s,toi-2537,2,11.977,1356.651
2020s,toi-286,2,1.65,4.125
2020s,toi-406,2,1.7,4.325
2020s,toi-421,2,3.865,10.4
2020s,toi-4342,2,2.341,6.085
2020s,toi-4562,2,12.665,1282.935
2020s,toi-4600,2,8.11,1953.056
2020s,toi-5126,2,4.3,17.2
2020s,toi-5398,2,6.91,35.25
2020s,toi-544,2,3.469,12.195
2020s,toi-5489,2,1.34,2.36
2020s,toi-5799,2,1.747,3.7
2020s,toi-6041,2,7.525,53.4
2020s,toi-6054,2,2.73,10.9
2020s,toi-6109,2,4.852,20.95
2020s,toi-6695,2,11.564,263.798
2020s,toi-756,2,7.905,648.518
2020s,toi-763,2,2.455,9.555
2020s,toi-771,2,1.43,2.67
2020s,toi-776,2,1.923,5.95
2020s,toi-815,2,2.78,15.55
2020s,toi-836,2,2.146,7.065
2020s,toi-880,2,3.57,13.565
2020s,toi-904,2,2.297,5.9
2020s,toi-942,2,4.28,26.5
2020s,toi-969,2,7.583,1800.28
2020s,tyc 8998-760-1,2,12.315,3178.3
2020s,wasp-132,2,7.321,823.127
2020s,wasp-148,2,11.187,107.903
2020s,wispit 1,2,12.6,2494.953
2020s,14 her,1,12.9,1597.088
2020s,17 sco,1,12.9,1373.019
2020s,2mass j03590986+2009361,1,12.2,5720.911
2020s,2mass j04372171+2651014,1,13.0,1271.314
2020s,2mass j11011926-7732383,1,11.9,8899.195
2020s,2mass j11550485-7919108,1,12.1,6356.568
2020s,2mass j21252752-8138278,1,12.4,3813.941
2020s,75 cet,1,13.9,289.86
2020s,ab aur,1,12.5,2860.456
2020s,af lep,1,13.0,1147.361
2020s,at2021ueyl,1,13.6,425.89
2020s,b cen a,1,12.4,3464.33
2020s,bd+05 4868 a,1,,6.2
2020s,bd+37 3172,1,12.4,3368.981
2020s,bd+42 2315,1,14.2,174.806
2020s,bd+45 564,1,13.6,432.247
2020s,bd+55 362,1,14.0,228.836
2020s,bd+60 1417,1,14.684,4767.426
2020s,bd+63 1405,1,12.4,3305.415
2020s,bd-11 4672,1,4.04,15.37
2020s,bd-14 3065 a,1,21.59,3932.0
2020s,bebop-3,1,14.2,177.348
2020s,bebop-4 a,1,,8358.887
2020s,cd cet,1,1.82,3.95
2020s,cfhtwir-oph 98 a,1,20.849,2479.062
2020s,ci tau,1,13.0,1144.182
2020s,coconuts-2 a,1,12.442,2542.627
2020s,corot-30,1,11.31,921.707
2020s,corot-31,1,16.365,266.977
2020s,corot-35,1,18.831,349.611
2020s,corot-36,1,15.805,216.123
2020s,corot-7,1,4.31,17.142
2020s,dmpp-4,1,3.53,12.2
2020s,epic 201170410,1,1.047,1.15
2020s,epic 201427007,1,1.5,2.86
2020s,epic 201757695,1,0.908,0.688
2020s,epic 206042996,1,1.2,1.87
2020s,epic 206317286,1,2.094,5.03
2020s,epic 212297394,1,2.27,5.77
2020s,epic 212587672,1,2.32,5.99
2020s,epic 220492298,1,0.99,0.937
2020s,epic 228836835,1,1.1,1.37
2020s,epic 229004835,1,2.332,10.4
2020s,g 196-3,1,12.0,8263.539
2020s,g 261-6,1,1.1,1.37
2020s,g 268-110,1,1.13,1.52
2020s,gaia-1,1,13.776,533.952
2020s,gaia-2,1,14.818,259.666
2020s,gaia-4,1,12.4,3750.375
2020s,gaia-5,1,12.1,6633.079
2020s,gaia22dkvl,1,14.1,187.837
2020s,gam psc,1,13.6,425.89
2020s,gj 1151,1,3.25,10.62
2020s,gj 1252,1,1.193,1.32
2020s,gj 1289,1,2.38,6.27
2020s,gj 180,1,2.66,7.56
2020s,gj 2056,1,4.17,16.2
2020s,gj 2126,1,13.6,413.177
2020s,gj 229,1,2.87,8.581
2020s,gj 238,1,0.566,0.126
2020s,gj 3082,1,2.79,8.2
2020s,gj 3090,1,2.13,3.34
2020s,gj 3222,1,3.4,11.442
2020s,gj 328,1,4.91,21.4
2020s,gj 338 b,1,3.25,10.6
2020s,gj 341,1,0.88,4.0
2020s,gj 3512,1,14.3,143.976
2020s,gj 393,1,1.17,1.71
2020s,gj 3988,1,1.74,3.69
2020s,gj 3998,1,2.34,6.07
2020s,gj 411,1,3.76,13.6
2020s,gj 433,1,2.14,5.223
2020s,gj 463,1,13.1,1080.617
2020s,gj 480,1,3.69,13.2
2020s,gj 486,1,1.289,2.77
2020s,gj 508.2,1,,587.983
2020s,gj 514,1,2.13,5.2
2020s,gj 536,1,2.3,5.89
2020s,gj 680,1,12.0,7977.493
2020s,gj 687,1,4.14,16.0
2020s,gj 720 a,1,3.77,13.64
2020s,gj 724,1,3.27,10.75
2020s,gj 740,1,1.53,2.96
2020s,gj 896 a,1,13.3,718.292
2020s,gj 900 a,1,12.4,3496.112
2020s,gj 9066,1,9.6,66.744
2020s,gj 9404,1,3.48,11.9
2020s,gj 9689,1,3.07,9.65
2020s,gj 9714,1,12.5,2988.541
2020s,gj 9773,1,14.2,172.581
2020s,gl 410,1,2.83,8.4
2020s,gl 725 a,1,1.48,2.78
2020s,gliese 12,1,0.958,3.87
2020s,gpx-1,1,16.477,6261.22
2020s,hat-p-2,1,12.4,3400.764
2020s,hat-p-58,1,14.93,118.232
2020s,hat-p-59,1,12.588,489.456
2020s,hat-p-60,1,18.282,182.434
2020s,hat-p-61,1,10.077,335.945
2020s,hat-p-62,1,12.027,241.867
2020s,hat-p-63,1,12.543,195.147
2020s,hat-p-64,1,19.089,184.34
2020s,hat-p-68,1,12.016,230.109
2020s,hats-37 a,1,6.793,31.465
2020s,hats-38,1,6.882,23.519
2020s,hats-47,1,12.52,117.279
2020s,hats-48 a,1,8.967,77.233
2020s,hats-49,1,8.575,112.194
2020s,hats-71,1,11.478,117.597
2020s,hats-72,1,8.097,39.856
2020s,hats-74 a,1,11.568,464.029
2020s,hats-75,1,9.909,156.054
2020s,hats-76,1,12.094,835.571
2020s,hats-77,1,13.058,436.696
2020s,hd 102888,1,12.8,1808.444
2020s,hd 103891,1,13.2,918.524
2020s,hd 104067,1,3.69,13.2
2020s,hd 105779,1,14.1,203.41
2020s,hd 107148,1,4.7,19.896
2020s,hd 108202,1,13.1,953.485
2020s,hd 109286,1,13.2,950.307
2020s,hd 10975,1,14.3,143.023
2020s,hd 109988,1,12.1,6935.334
2020s,hd 110082,1,3.2,10.3
2020s,hd 110537,1,11.9,8612.832
2020s,hd 11112,1,12.6,2598.565
2020s,hd 111232,1,12.2,5740.935
2020s,hd 112300,1,12.2,5031.224
2020s,hd 112570,1,13.1,1086.973
2020s,hd 112640,1,12.9,1589.15
2020s,hd 113337,1,12.1,6299.677
2020s,hd 114082,1,11.209,2542.627
2020s,hd 11505,1,12.6,2510.527
2020s,hd 11506,1,12.3,4068.204
2020s,hd 115954,1,12.6,2685.65
2020s,hd 118203,1,12.4,3747.197
2020s,hd 122562,1,10.1,73.101
2020s,hd 124330,1,14.0,238.371
2020s,hd 125271,1,12.4,3465.601
2020s,hd 127506,1,5.67,27.333
2020s,hd 128717,1,12.1,6293.002
2020s,hd 135344 a,1,16.253,3178.284
2020s,hd 135625,1,13.3,731.005
2020s,hd 135694,1,2.857,6.1
2020s,hd 135872,1,12.8,1744.56
2020s,hd 136118,1,12.3,4164.188
2020s,hd 136925,1,13.9,266.976
2020s,hd 13724,1,8.18,50.853
2020s,hd 141004,1,3.77,13.635
2020s,hd 142,1,10.9,82.635
2020s,hd 143811 a,1,15.693,1938.753
2020s,hd 144899,1,4.77,20.341
2020s,hd 149806,1,12.3,4003.684
2020s,hd 150010,1,13.3,762.788
2020s,hd 154088,1,2.46,6.6
2020s,hd 154391,1,12.5,2892.239
2020s,hd 155193,1,14.0,238.371
2020s,hd 156668,1,6.17,31.497
2020s,hd 161178,1,14.1,181.162
2020s,hd 165131,1,12.1,5943.391
2020s,hd 167677,1,13.2,905.811
2020s,hd 167768,1,13.9,270.154
2020s,hd 168009,1,3.05,9.535
2020s,hd 168863,1,12.7,2154.877
2020s,hd 16905,1,12.4,3591.461
2020s,hd 169142,1,13.1,953.485
2020s,hd 174205,1,13.0,1334.879
2020s,hd 183579,1,3.49,20.4
2020s,hd 18438,1,12.1,6674.397
2020s,hd 185283,1,13.6,413.177
2020s,hd 18599,1,2.6,24.1
2020s,hd 188641,1,11.9,9333.031
2020s,hd 190007,1,4.06,15.5
2020s,hd 190228,1,12.9,1598.677
2020s,hd 194490,1,12.4,3561.903
2020s,hd 196067,1,3.21,10.4
2020s,hd 19615,1,12.6,2701.541
2020s,hd 199509,1,7.43,43.225
2020s,hd 20329,1,1.72,7.42
2020s,hd 204313,1,12.2,4868.178
2020s,hd 205158,1,13.9,124.589
2020s,hd 207496,1,2.25,6.1
2020s,hd 207897,1,2.343,14.8
2020s,hd 20794,1,2.28,5.82
2020s,hd 211403,1,12.8,1760.769
2020s,hd 213472,1,13.1,1112.399
2020s,hd 213519,1,2.99,9.217
2020s,hd 21520,1,2.697,17.7
2020s,hd 217786,1,2.61,7.31
2020s,hd 217958,1,14.2,166.542
2020s,hd 219139,1,14.0,247.906
2020s,hd 222237,1,12.8,1649.529
2020s,hd 22496,1,2.22,5.57
2020s,hd 22532,1,13.4,673.796
2020s,hd 23079,1,2.8,8.26
2020s,hd 235088,1,1.982,4.15
2020s,hd 238090,1,2.52,6.89
2020s,hd 24040,1,9.35,63.884
2020s,hd 25723,1,13.3,794.571
2020s,hd 26161,1,11.9,9045.396
2020s,hd 27969,1,12.9,1525.576
2020s,hd 28185,1,12.1,6241.832
2020s,hd 28192,1,12.2,99.798
2020s,hd 29399,1,13.5,498.991
2020s,hd 29985,1,12.8,1739.475
2020s,hd 307842,1,1.93,9.67
2020s,hd 3167,1,2.83,8.41
2020s,hd 331093,1,13.6,476.743
2020s,hd 33142,1,9.32,63.566
2020s,hd 332231,1,9.073,74.1
2020s,hd 360,1,14.0,238.371
2020s,hd 36384,1,12.7,2097.667
2020s,hd 3765,1,8.56,54.984
2020s,hd 39091,1,3.72,13.38
2020s,hd 43197,1,12.6,2500.674
2020s,hd 457,1,11.9,8445.336
2020s,hd 4760,1,12.3,4417.837
2020s,hd 56414,1,3.71,13.3
2020s,hd 56957,1,12.8,1880.909
2020s,hd 60292,1,12.7,2065.895
2020s,hd 6061,1,2.428,10.0
2020s,hd 62549,1,12.6,2707.58
2020s,hd 64121,1,13.2,813.641
2020s,hd 66428,1,13.5,560.649
2020s,hd 6860,1,11.9,8981.831
2020s,hd 68988,1,12.2,4776.961
2020s,hd 69123,1,13.1,982.09
2020s,hd 72659,1,12.1,6165.871
2020s,hd 73256,1,12.2,5085.255
2020s,hd 73267,1,12.8,1630.778
2020s,hd 75302,1,12.8,1716.273
2020s,hd 75898,1,12.6,2698.363
2020s,hd 77946,1,2.896,10.9
2020s,hd 79181,1,14.1,203.41
2020s,hd 80869,1,12.8,1609.801
2020s,hd 80883,1,12.8,1748.056
2020s,hd 80913,1,12.0,7505.2
2020s,hd 83443,1,13.6,476.743
2020s,hd 86065,1,12.5,2877.301
2020s,hd 86226,1,2.16,7.25
2020s,hd 86728,1,3.03,9.43
2020s,hd 88072,1,12.6,2511.798
2020s,hd 88986,1,2.49,17.2
2020s,hd 89839,1,12.9,1592.32
2020s,hd 94771,1,14.2,169.0
2020s,hd 95338,1,4.272,42.44
2020s,hd 95544,1,12.8,1913.645
2020s,hd 96992,1,13.7,362.326
2020s,hd 97037,1,12.1,6707.769
2020s,hd 99283,1,13.8,308.294
2020s,hd 99492,1,4.42,17.9
2020s,hip 107772,1,3.64,12.9
2020s,hip 114933,1,13.4,616.587
2020s,hip 18606,1,14.0,244.728
2020s,hip 19976,1,4.94,21.612
2020s,hip 21152,1,12.0,7627.882
2020s,hip 34222,1,13.9,263.798
2020s,hip 35965,1,12.6,2589.984
2020s,hip 39017,1,12.0,7500.75
2020s,hip 41378,1,2.54,7.0
2020s,hip 4845,1,3.89,14.4
2020s,hip 48714,1,5.11,22.9
2020s,hip 54515,1,12.2,5625.563
2020s,hip 54597,1,13.3,762.788
2020s,hip 55507,1,12.6,2585.534
2020s,hip 56640,1,12.7,2151.698
2020s,hip 5763,1,14.2,162.092
2020s,hip 65 a,1,22.754,1021.188
2020s,hip 66074,1,12.9,1589.142
2020s,hip 75092,1,13.5,568.913
2020s,hip 77900,1,12.1,6674.397
2020s,hip 81208 c,1,12.3,4703.86
2020s,hip 8541,1,13.9,255.534
2020s,hip 86221,1,14.0,225.658
2020s,hip 90988,1,13.4,668.075
2020s,hip 94235,1,3.0,379.0
2020s,hip 948,1,12.1,6547.265
2020s,hip 99770,1,12.2,5117.037
2020s,hn lib,1,2.2,5.46
2020s,hs psc,1,13.6,464.029
2020s,iot dra,1,12.2,4958.123
2020s,iras 04125+2902,1,10.738,80.8
2020s,itg 15 a,1,12.1,6674.397
2020s,k2-111,1,3.33,11.08
2020s,k2-138,1,3.013,4.32
2020s,k2-2016-blg-0005l,1,13.7,349.611
2020s,k2-315,1,0.95,0.809
2020s,k2-317,1,2.93,8.91
2020s,k2-318,1,1.66,3.39
2020s,k2-319,1,2.79,8.2
2020s,k2-320,1,2.62,7.37
2020s,k2-321,1,2.051,4.86
2020s,k2-322,1,1.92,4.35
2020s,k2-323,1,2.1,5.06
2020s,k2-324,1,2.43,6.48
2020s,k2-325,1,2.2,5.48
2020s,k2-326,1,2.28,5.82
2020s,k2-329,1,8.676,82.636
2020s,k2-330,1,2.77,8.1
2020s,k2-332,1,2.2,5.48
2020s,k2-333,1,6.18,31.6
2020s,k2-334,1,5.65,27.2
2020s,k2-335,1,2.21,5.52
2020s,k2-336,1,1.22,1.98
2020s,k2-337,1,2.62,7.37
2020s,k2-338,1,1.03,1.08
2020s,k2-339,1,1.92,4.35
2020s,k2-340,1,3.36,11.2
2020s,k2-341,1,3.21,10.4
2020s,k2-342,1,2.03,4.78
2020s,k2-344,1,1.59,3.15
2020s,k2-345,1,2.11,5.1
2020s,k2-346,1,2.26,5.73
2020s,k2-347,1,2.41,6.39
2020s,k2-349,1,1.38,2.48
2020s,k2-350,1,1.54,2.99
2020s,k2-351,1,2.54,6.99
2020s,k2-353,1,5.55,26.3
2020s,k2-354,1,1.56,3.05
2020s,k2-355,1,2.25,5.69
2020s,k2-356,1,2.29,5.86
2020s,k2-357,1,3.72,13.4
2020s,k2-358,1,2.68,7.65
2020s,k2-365,1,2.906,8.78
2020s,k2-366,1,2.359,6.16
2020s,k2-367,1,2.413,6.41
2020s,k2-369,1,1.313,2.28
2020s,k2-370,1,3.207,10.4
2020s,k2-371,1,13.024,
2020s,k2-372,1,2.945,8.98
2020s,k2-373,1,2.061,4.9
2020s,k2-375,1,2.243,5.66
2020s,k2-376,1,1.736,3.66
2020s,k2-377,1,1.693,3.51
2020s,k2-378,1,2.88,8.65
2020s,k2-379,1,2.181,5.4
2020s,k2-380,1,2.729,7.89
2020s,k2-382,1,2.072,4.95
2020s,k2-383,1,1.564,3.07
2020s,k2-385,1,1.539,2.98
2020s,k2-386,1,2.32,5.99
2020s,k2-387,1,7.322,42.2
2020s,k2-388,1,3.9,14.5
2020s,k2-390,1,4.662,19.6
2020s,k2-391,1,1.371,2.45
2020s,k2-392,1,1.85,4.08
2020s,k2-393,1,2.352,6.13
2020s,k2-394,1,1.692,3.51
2020s,k2-397,1,2.417,6.42
2020s,k2-400,1,1.163,1.67
2020s,k2-401,1,2.262,5.74
2020s,k2-402,1,2.678,7.65
2020s,k2-403,1,5.333,24.6
2020s,k2-404,1,2.53,6.94
2020s,k2-405,1,4.569,18.9
2020s,k2-406,1,4.602,19.2
2020s,k2-408,1,1.677,3.45
2020s,k2-409,1,2.482,6.72
2020s,k2-411,1,0.99,0.937
2020s,k2-412,1,2.116,5.13
2020s,k2-415,1,1.015,7.5
2020s,k2-416,1,2.66,1652.708
2020s,k2-417,1,3.31,699.222
2020s,k2-419 a,1,10.55,196.0
2020s,k2-73,1,13.0,1142.0
2020s,k2-99,1,12.6,2669.759
2020s,kepler-10,1,3.49,12.0
2020s,kepler-100,1,5.27,24.143
2020s,kepler-1001,1,1.578,3.11
2020s,kepler-1038,1,1.416,2.59
2020s,kepler-1052,1,2.3,5.9
2020s,kepler-1067,1,1.747,3.7
2020s,kepler-1073,1,1.488,2.82
2020s,kepler-1085,1,3.268,10.7
2020s,kepler-1090,1,3.293,10.9
2020s,kepler-1126,1,1.45,2.7
2020s,kepler-1162,1,1.81,3.93
2020s,kepler-1165,1,3.361,11.2
2020s,kepler-1181,1,1.83,4.01
2020s,kepler-1266,1,1.68,3.46
2020s,kepler-129,1,12.6,2637.976
2020s,kepler-1311,1,9.658,67.5
2020s,kepler-1312,1,1.027,1.07
2020s,kepler-1315,1,1.844,4.06
2020s,kepler-1321,1,2.628,7.41
2020s,kepler-1322,1,2.155,5.29
2020s,kepler-138,1,0.797,0.43
2020s,kepler-1468,1,3.332,11.1
2020s,kepler-1471,1,1.88,4.19
2020s,kepler-1487,1,7.97,48.7
2020s,kepler-1488,1,1.652,3.37
2020s,kepler-1489,1,0.51,0.087
2020s,kepler-1491,1,2.44,6.53
2020s,kepler-1513,1,11.0,84.542
2020s,kepler-1514,1,1.176,1.74
2020s,kepler-1518,1,2.9,8.75
2020s,kepler-1530,1,3.279,10.8
2020s,kepler-158,1,0.43,0.047
2020s,kepler-160,1,,100.0
2020s,kepler-1600,1,1.942,4.43
2020s,kepler-1610,1,2.09,5.02
2020s,kepler-164,1,4.24,16.7
2020s,kepler-1649,1,1.06,1.2
2020s,kepler-1656,1,14.0,126.4
2020s,kepler-1660 a,1,12.9,1586.599
2020s,kepler-1661,1,3.87,17.0
2020s,kepler-1663,1,3.304,10.9
2020s,kepler-1664,1,3.033,9.45
2020s,kepler-1665,1,2.839,8.44
2020s,kepler-1667,1,2.984,9.19
2020s,kepler-1668,1,4.348,17.4
2020s,kepler-1670,1,3.356,11.2
2020s,kepler-1671,1,1.326,2.32
2020s,kepler-1672,1,2.97,9.11
2020s,kepler-1673,1,2.936,8.93
2020s,kepler-1674,1,3.206,10.4
2020s,kepler-1675,1,3.125,9.93
2020s,kepler-1676,1,3.377,11.3
2020s,kepler-1677,1,2.702,7.76
2020s,kepler-1678,1,3.304,10.9
2020s,kepler-1679,1,2.069,4.93
2020s,kepler-1680,1,1.36,2.42
2020s,kepler-1681,1,2.553,7.05
2020s,kepler-1682,1,2.889,8.7
2020s,kepler-1683,1,1.875,4.17
2020s,kepler-1684,1,2.871,8.6
2020s,kepler-1685,1,2.577,7.16
2020s,kepler-1686,1,1.426,2.62
2020s,kepler-1687,1,1.656,3.38
2020s,kepler-1688,1,1.262,2.13
2020s,kepler-1689,1,0.947,0.799
2020s,kepler-1690,1,2.811,8.3
2020s,kepler-1691,1,1.835,4.02
2020s,kepler-1692,1,1.112,1.42
2020s,kepler-1694,1,1.18,1.76
2020s,kepler-1695,1,1.119,1.46
2020s,kepler-1696,1,2.81,8.29
2020s,kepler-1697,1,1.26,2.12
2020s,kepler-1698,1,1.073,1.25
2020s,kepler-1699,1,1.567,3.08
2020s,kepler-1700,1,2.901,8.76
2020s,kepler-1701,1,2.222,5.57
2020s,kepler-1702,1,1.602,3.2
2020s,kepler-1708,1,9.96,1462.011
2020s,kepler-1709,1,3.124,9.93
2020s,kepler-1710,1,3.197,3.495
2020s,kepler-1711,1,1.923,4.36
2020s,kepler-1712,1,2.284,5.83
2020s,kepler-1713,1,1.717,3.59
2020s,kepler-1714,1,3.264,10.7
2020s,kepler-1715,1,4.14,16.0
